"MacroTrends Data Download"
"S&P 500 Index: Daily Closing Values"

"Disclaimer and Terms of Use: Historical data is provided 'as is' and solely for informational purposes, not for trading purposes or advice."
"MacroTrends LLC expressly disclaims the accuracy, adequacy, or completeness of any data and shall not be liable for any errors, omissions or other defects in, "
"delays or interruptions in such data, or for any actions taken in reliance thereon.  Neither MacroTrends LLC nor any of our information providers will be liable"
"for any damages relating to your use of the data provided."


Date,"Closing Value"
1928-04-12,19.4100
1928-04-13,19.7300
1928-04-14,19.7300
1928-04-16,19.6800
1928-04-17,19.5200
1928-04-18,19.5200
1928-04-19,19.6300
1928-04-20,19.3400
1928-04-23,19.1500
1928-04-24,19.2500
1928-04-25,19.3300
1928-04-26,19.4700
1928-04-27,19.6800
1928-04-28,19.6800
1928-04-30,19.7500
1928-05-01,19.7800
1928-05-02,19.8300
1928-05-03,19.9300
1928-05-04,20.2400
1928-05-07,20.4100
1928-05-08,20.2700
1928-05-09,20.2400
1928-05-10,20.2100
1928-05-11,20.3600
1928-05-14,20.4400
1928-05-15,20.3900
1928-05-16,20.0500
1928-05-17,20.1200
1928-05-18,19.9200
1928-05-21,19.6300
1928-05-22,19.3600
1928-05-23,19.7500
1928-05-24,19.8700
1928-05-25,19.9000
1928-05-28,19.5700
1928-05-29,19.8200
1928-05-31,20.0000
1928-06-01,20.0700
1928-06-02,20.0700
1928-06-04,19.8000
1928-06-05,19.8500
1928-06-06,19.6600
1928-06-07,19.6100
1928-06-08,19.3700
1928-06-09,19.3700
1928-06-11,18.6800
1928-06-12,18.3400
1928-06-13,18.8900
1928-06-14,19.0500
1928-06-15,18.7400
1928-06-16,18.7400
1928-06-18,18.4000
1928-06-19,18.3400
1928-06-20,18.5700
1928-06-21,18.5600
1928-06-22,18.5400
1928-06-23,18.5400
1928-06-25,18.4700
1928-06-26,18.6800
1928-06-27,18.8600
1928-06-28,19.0700
1928-06-29,19.1400
1928-06-30,19.1400
1928-07-02,18.9800
1928-07-03,19.2900
1928-07-05,19.4800
1928-07-06,19.3900
1928-07-07,19.3900
1928-07-09,19.4600
1928-07-10,19.4300
1928-07-11,18.9500
1928-07-12,18.8100
1928-07-13,18.9600
1928-07-14,18.9600
1928-07-16,18.7000
1928-07-17,18.8000
1928-07-18,19.0300
1928-07-19,18.9900
1928-07-20,19.0300
1928-07-21,19.0300
1928-07-23,19.1200
1928-07-24,19.0900
1928-07-25,19.2000
1928-07-26,19.2400
1928-07-27,19.4200
1928-07-28,19.4200
1928-07-30,19.4700
1928-07-31,19.4300
1928-08-01,19.4200
1928-08-02,19.3300
1928-08-03,19.3600
1928-08-04,19.3600
1928-08-06,19.5800
1928-08-07,19.4900
1928-08-08,19.2500
1928-08-09,19.3000
1928-08-10,19.2500
1928-08-11,19.2500
1928-08-13,19.2900
1928-08-14,19.1300
1928-08-15,19.4700
1928-08-16,19.6100
1928-08-17,19.6400
1928-08-18,19.6400
1928-08-20,19.7700
1928-08-21,20.0200
1928-08-22,20.0000
1928-08-23,20.0200
1928-08-24,20.3400
1928-08-25,20.3400
1928-08-27,20.3800
1928-08-28,20.5400
1928-08-29,20.5800
1928-08-30,20.6100
1928-08-31,20.8700
1928-09-01,20.8700
1928-09-04,20.9700
1928-09-05,21.0700
1928-09-06,20.9400
1928-09-07,21.0900
1928-09-08,21.0900
1928-09-10,20.9200
1928-09-11,21.0800
1928-09-12,21.1600
1928-09-13,21.1400
1928-09-14,21.1400
1928-09-15,21.1400
1928-09-17,21.3300
1928-09-18,21.1800
1928-09-19,21.1800
1928-09-20,21.2200
1928-09-21,21.3600
1928-09-22,21.3600
1928-09-24,21.4300
1928-09-25,21.4100
1928-09-26,21.4000
1928-09-27,21.1300
1928-09-28,21.1400
1928-09-29,21.1400
1928-10-01,21.3600
1928-10-02,21.2600
1928-10-03,21.1900
1928-10-04,21.2600
1928-10-05,21.2200
1928-10-06,21.2200
1928-10-08,21.1100
1928-10-09,21.1800
1928-10-10,21.4100
1928-10-11,21.5100
1928-10-13,21.5100
1928-10-15,21.6500
1928-10-16,21.7200
1928-10-17,21.7900
1928-10-18,21.8400
1928-10-19,21.9600
1928-10-20,21.9600
1928-10-22,21.8100
1928-10-23,21.9500
1928-10-24,21.9900
1928-10-25,21.9100
1928-10-26,21.6500
1928-10-27,21.6500
1928-10-29,22.0000
1928-10-30,21.7600
1928-10-31,21.6800
1928-11-01,21.9900
1928-11-02,21.9500
1928-11-03,21.9500
1928-11-05,22.2400
1928-11-07,22.2400
1928-11-08,22.3900
1928-11-09,22.5500
1928-11-10,22.5500
1928-11-12,22.8400
1928-11-13,22.9100
1928-11-14,22.9100
1928-11-15,23.0300
1928-11-16,23.3700
1928-11-17,23.3700
1928-11-19,23.3700
1928-11-20,23.5700
1928-11-21,23.2200
1928-11-22,23.5200
1928-11-23,23.7000
1928-11-26,23.8000
1928-11-27,23.9100
1928-11-28,24.1900
1928-11-30,24.2800
1928-12-01,24.2800
1928-12-03,23.8500
1928-12-04,23.9100
1928-12-05,23.8100
1928-12-06,22.9100
1928-12-07,22.3600
1928-12-08,22.3600
1928-12-10,22.3100
1928-12-11,22.7400
1928-12-12,22.5200
1928-12-13,22.4800
1928-12-14,22.5300
1928-12-15,22.5300
1928-12-17,22.4400
1928-12-18,22.7000
1928-12-19,22.9800
1928-12-20,23.0700
1928-12-21,23.3300
1928-12-22,23.3300
1928-12-24,23.5400
1928-12-26,23.4400
1928-12-27,23.6400
1928-12-28,23.9800
1928-12-29,23.9800
1928-12-31,24.3500
1929-01-02,24.8100
1929-01-03,24.8600
1929-01-04,24.8500
1929-01-05,24.8500
1929-01-07,24.2500
1929-01-08,24.1700
1929-01-09,24.5400
1929-01-10,24.5800
1929-01-11,24.5400
1929-01-12,24.5400
1929-01-14,24.5900
1929-01-15,24.2300
1929-01-16,24.5600
1929-01-17,24.6900
1929-01-18,24.7700
1929-01-19,24.7700
1929-01-21,24.8600
1929-01-22,25.0700
1929-01-23,25.2200
1929-01-24,25.0600
1929-01-25,25.4800
1929-01-26,25.4800
1929-01-28,25.3500
1929-01-29,25.3600
1929-01-30,25.4500
1929-01-31,25.7400
1929-02-01,25.8400
1929-02-02,25.8400
1929-02-04,25.6400
1929-02-05,25.7000
1929-02-06,25.4900
1929-02-07,24.7100
1929-02-08,24.4400
1929-02-11,24.9800
1929-02-13,24.9500
1929-02-14,24.8500
1929-02-15,24.3500
1929-02-16,24.3500
1929-02-18,24.3900
1929-02-19,24.3800
1929-02-20,24.5900
1929-02-21,24.8600
1929-02-25,24.9100
1929-02-26,24.9500
1929-02-27,25.2500
1929-02-28,25.5900
1929-03-01,25.8300
1929-03-02,25.8300
1929-03-04,25.4900
1929-03-05,25.3200
1929-03-06,24.9200
1929-03-07,25.1500
1929-03-08,25.3100
1929-03-09,25.3100
1929-03-11,24.9500
1929-03-12,24.9700
1929-03-13,25.2400
1929-03-14,25.7300
1929-03-15,26.0800
1929-03-16,26.0800
1929-03-18,26.0400
1929-03-19,26.0300
1929-03-20,26.0200
1929-03-21,25.9000
1929-03-22,25.5500
1929-03-23,25.5500
1929-03-25,24.5100
1929-03-26,24.3500
1929-03-27,25.0900
1929-03-28,25.5300
1929-04-01,24.8800
1929-04-02,25.1700
1929-04-03,24.8600
1929-04-04,25.3000
1929-04-05,25.0500
1929-04-06,25.0500
1929-04-08,24.8300
1929-04-09,24.6300
1929-04-10,24.7800
1929-04-11,25.0600
1929-04-12,25.1500
1929-04-13,25.1500
1929-04-15,25.0000
1929-04-16,25.0600
1929-04-17,25.3200
1929-04-18,25.4300
1929-04-19,25.4100
1929-04-20,25.4100
1929-04-22,25.7000
1929-04-23,25.8500
1929-04-24,25.7500
1929-04-25,25.6300
1929-04-26,25.5800
1929-04-27,25.5800
1929-04-29,25.5300
1929-04-30,25.9400
1929-05-01,25.9900
1929-05-02,26.1100
1929-05-03,26.3700
1929-05-04,26.3700
1929-05-06,26.3200
1929-05-07,26.0700
1929-05-08,26.1800
1929-05-09,26.0200
1929-05-10,26.3400
1929-05-11,26.3400
1929-05-13,25.6400
1929-05-14,25.9500
1929-05-15,25.8400
1929-05-16,25.9700
1929-05-17,26.0900
1929-05-18,26.0900
1929-05-20,25.3900
1929-05-21,25.7000
1929-05-22,24.7600
1929-05-23,25.3100
1929-05-24,25.1200
1929-05-25,25.1200
1929-05-27,24.2000
1929-05-28,24.5900
1929-05-29,24.6200
1929-05-31,24.8300
1929-06-01,24.8300
1929-06-03,25.2700
1929-06-04,25.6400
1929-06-05,25.5900
1929-06-06,25.6400
1929-06-07,25.5300
1929-06-08,25.5300
1929-06-10,25.2700
1929-06-11,25.4300
1929-06-12,25.4500
1929-06-13,25.8400
1929-06-14,25.9300
1929-06-15,25.9300
1929-06-17,26.4100
1929-06-18,26.4200
1929-06-19,26.3200
1929-06-20,26.4700
1929-06-21,26.6200
1929-06-22,26.6200
1929-06-24,26.6200
1929-06-25,26.9000
1929-06-26,27.0600
1929-06-27,27.1100
1929-06-28,27.4100
1929-06-29,27.4100
1929-07-01,27.7700
1929-07-02,28.0600
1929-07-03,28.1800
1929-07-05,28.3200
1929-07-06,28.3200
1929-07-08,28.3700
1929-07-09,28.2800
1929-07-10,28.2000
1929-07-11,28.2600
1929-07-12,28.5700
1929-07-13,28.5700
1929-07-15,28.4500
1929-07-16,28.6500
1929-07-17,28.7200
1929-07-18,28.6600
1929-07-19,28.7600
1929-07-20,28.7600
1929-07-22,28.4300
1929-07-23,28.8300
1929-07-24,28.6400
1929-07-25,28.7700
1929-07-26,28.6600
1929-07-27,28.6600
1929-07-29,28.1800
1929-07-30,28.5000
1929-07-31,28.8800
1929-08-01,29.0800
1929-08-02,29.5600
1929-08-03,29.5600
1929-08-05,29.5400
1929-08-06,29.4300
1929-08-07,29.1300
1929-08-08,29.4700
1929-08-09,28.3800
1929-08-10,28.3800
1929-08-12,29.2700
1929-08-13,29.5300
1929-08-14,29.6200
1929-08-15,29.6700
1929-08-16,30.2200
1929-08-17,30.2200
1929-08-19,30.5000
1929-08-20,30.6800
1929-08-21,30.5500
1929-08-22,30.7900
1929-08-23,31.0900
1929-08-24,31.0900
1929-08-26,31.0700
1929-08-27,31.0500
1929-08-28,30.9900
1929-08-29,31.2900
1929-08-30,31.7100
1929-09-03,31.8200
1929-09-04,31.7200
1929-09-05,31.0200
1929-09-06,31.8300
1929-09-07,31.8300
1929-09-09,31.6700
1929-09-10,31.1000
1929-09-11,31.5300
1929-09-12,31.1700
1929-09-13,31.3800
1929-09-14,31.3800
1929-09-16,31.8600
1929-09-17,31.6000
1929-09-18,31.6800
1929-09-19,31.7300
1929-09-20,31.3900
1929-09-21,31.3900
1929-09-23,31.3800
1929-09-24,30.8000
1929-09-25,30.8500
1929-09-26,31.1300
1929-09-27,30.2700
1929-09-28,30.2700
1929-09-30,30.1600
1929-10-01,29.9800
1929-10-02,30.2000
1929-10-03,28.9500
1929-10-04,28.6500
1929-10-05,28.6500
1929-10-07,30.4400
1929-10-08,30.3400
1929-10-09,30.2700
1929-10-10,30.8100
1929-10-11,30.7600
1929-10-14,30.5500
1929-10-15,30.3000
1929-10-16,29.2400
1929-10-17,29.6900
1929-10-18,28.8400
1929-10-19,28.8400
1929-10-21,27.7300
1929-10-22,28.2700
1929-10-23,26.6000
1929-10-24,25.7500
1929-10-25,26.1200
1929-10-26,26.1200
1929-10-28,22.7400
1929-10-29,20.4300
1929-10-30,22.9900
1929-10-31,24.1500
1929-11-04,22.8800
1929-11-06,20.6100
1929-11-07,21.3700
1929-11-08,21.1800
1929-11-11,19.8600
1929-11-12,18.7300
1929-11-13,17.6600
1929-11-14,19.2400
1929-11-15,20.3000
