Date,VOO,VOO_2x,VOO_3x
1927-12-30,17.6600,17.6600,17.6600
1927-12-31,17.6600,17.6600,17.6600
1928-01-03,17.7600,17.8600,17.9600
1928-01-04,17.7200,17.7795,17.8386
1928-01-05,17.5500,17.4384,17.3252
1928-01-06,17.6600,17.6570,17.6510
1928-01-07,17.6600,17.6570,17.6510
1928-01-09,17.5000,17.3371,17.1713
1928-01-10,17.3700,17.0795,16.7886
1928-01-11,17.3500,17.0402,16.7306
1928-01-12,17.4700,17.2759,17.0777
1928-01-13,17.5800,17.4934,17.4003
1928-01-14,17.5800,17.4934,17.4003
1928-01-16,17.2900,16.9163,16.5392
1928-01-17,17.3000,16.9358,16.5679
1928-01-18,17.2600,16.8575,16.4530
1928-01-19,17.3800,17.0919,16.7962
1928-01-20,17.4800,17.2886,17.0861
1928-01-21,17.4800,17.2886,17.0861
1928-01-23,17.6400,17.6051,17.5553
1928-01-24,17.7100,17.7448,17.7643
1928-01-25,17.5200,17.3641,17.1925
1928-01-26,17.6300,17.5821,17.5163
1928-01-27,17.6900,17.7018,17.6952
1928-01-28,17.6900,17.7018,17.6952
1928-01-30,17.4900,17.3015,17.0950
1928-01-31,17.5700,17.4598,17.3296
1928-02-01,17.5300,17.3803,17.2112
1928-02-02,17.6300,17.5786,17.5058
1928-02-03,17.4000,17.1200,16.8206
1928-02-04,17.4000,17.1200,16.8206
1928-02-06,17.4500,17.2183,16.9656
1928-02-07,17.4400,17.1986,16.9365
1928-02-08,17.4900,17.2972,17.0821
1928-02-09,17.5500,17.4159,17.2579
1928-02-10,17.5400,17.3961,17.2284
1928-02-11,17.5400,17.3961,17.2284
1928-02-14,17.4400,17.1977,16.9338
1928-02-15,17.4000,17.1188,16.8173
1928-02-16,17.3500,17.0204,16.6723
1928-02-17,17.0400,16.4122,15.7786
1928-02-18,17.0400,16.4122,15.7786
1928-02-20,16.9500,16.2388,15.5286
1928-02-21,17.1100,16.5454,15.9683
1928-02-23,17.1300,16.5841,16.0243
1928-02-24,17.1800,16.6809,16.1647
1928-02-25,17.1800,16.6809,16.1647
1928-02-27,17.1100,16.5450,15.9671
1928-02-28,17.1600,16.6417,16.1070
1928-02-29,17.2600,16.8356,16.3886
1928-03-01,17.3000,16.9137,16.5026
1928-03-02,17.3000,16.9137,16.5026
1928-03-03,17.3000,16.9137,16.5026
1928-03-05,17.5700,17.4416,17.2752
1928-03-06,17.6700,17.6401,17.5702
1928-03-07,17.5800,17.4604,17.3017
1928-03-08,17.6400,17.5796,17.4789
1928-03-09,17.9300,18.1576,18.3409
1928-03-10,17.9300,18.1576,18.3409
1928-03-12,18.0000,18.2994,18.5558
1928-03-13,17.9200,18.1368,18.3083
1928-03-14,17.9300,18.1570,18.3390
1928-03-15,18.0700,18.4405,18.7686
1928-03-16,18.2600,18.8283,19.3606
1928-03-17,18.2600,18.8283,19.3606
1928-03-19,18.3600,19.0346,19.6787
1928-03-20,18.4600,19.2419,20.0002
1928-03-21,18.6500,19.6380,20.6178
1928-03-22,18.6000,19.5327,20.4520
1928-03-23,18.7800,19.9108,21.0457
1928-03-24,18.7800,19.9108,21.0457
1928-03-26,19.0500,20.4833,21.9535
1928-03-27,18.9400,20.2467,21.5732
1928-03-28,18.8900,20.1398,21.4023
1928-03-29,18.9500,20.2678,21.6063
1928-03-30,19.2800,20.9737,22.7350
1928-03-31,19.2800,20.9737,22.7350
1928-04-02,18.9100,20.1686,21.4261
1928-04-03,19.0200,20.4033,21.8000
1928-04-04,18.9900,20.3389,21.6969
1928-04-05,19.2300,20.8530,22.5195
1928-04-09,19.2700,20.9398,22.6600
1928-04-10,19.1000,20.5703,22.0603
1928-04-11,19.4400,21.3027,23.2384
1928-04-12,19.4100,21.2369,23.1308
1928-04-13,19.7300,21.9371,24.2748
1928-04-14,19.7300,21.9371,24.2748
1928-04-16,19.6800,21.8260,24.0903
1928-04-17,19.5200,21.4711,23.5027
1928-04-18,19.5200,21.4711,23.5027
1928-04-19,19.6300,21.7131,23.9000
1928-04-20,19.3400,21.0715,22.8408
1928-04-23,19.1500,20.6575,22.1676
1928-04-24,19.2500,20.8732,22.5149
1928-04-25,19.3300,21.0467,22.7956
1928-04-26,19.4700,21.3516,23.2909
1928-04-27,19.6800,21.8122,24.0445
1928-04-28,19.6800,21.8122,24.0445
1928-04-30,19.7500,21.9673,24.3011
1928-05-01,19.7800,22.0341,24.4118
1928-05-02,19.8300,22.1455,24.5970
1928-05-03,19.9300,22.3688,24.9691
1928-05-04,20.2400,23.0647,26.1342
1928-05-07,20.4100,23.4522,26.7927
1928-05-08,20.2700,23.1304,26.2414
1928-05-09,20.2400,23.0620,26.1249
1928-05-10,20.2100,22.9936,26.0087
1928-05-11,20.3600,23.3349,26.5878
1928-05-14,20.4400,23.5183,26.9012
1928-05-15,20.3900,23.4032,26.7038
1928-05-16,20.0500,22.6227,25.3680
1928-05-17,20.1200,22.7807,25.6337
1928-05-18,19.9200,22.3278,24.8693
1928-05-21,19.6300,21.6777,23.7831
1928-05-22,19.3600,21.0814,22.8017
1928-05-23,19.7500,21.9307,24.1797
1928-05-24,19.8700,22.1972,24.6205
1928-05-25,19.9000,22.2642,24.7320
1928-05-28,19.5700,21.5258,23.5016
1928-05-29,19.8200,22.0758,24.4023
1928-05-31,20.0000,22.4768,25.0671
1928-06-01,20.0700,22.6341,25.3303
1928-06-02,20.0700,22.6341,25.3303
1928-06-04,19.8000,22.0251,24.3080
1928-06-05,19.8500,22.1364,24.4922
1928-06-06,19.6600,21.7126,23.7889
1928-06-07,19.6100,21.6022,23.6074
1928-06-08,19.3700,21.0734,22.7406
1928-06-09,19.3700,21.0734,22.7406
1928-06-11,18.6800,19.5720,20.3104
1928-06-12,18.3400,18.8596,19.2014
1928-06-13,18.8900,19.9907,20.9289
1928-06-14,19.0500,20.3294,21.4607
1928-06-15,18.7400,19.6677,20.4130
1928-06-16,18.7400,19.6677,20.4130
1928-06-18,18.4000,18.9541,19.3019
1928-06-19,18.3400,18.8305,19.1131
1928-06-20,18.5700,19.3028,19.8322
1928-06-21,18.5600,19.2820,19.8002
1928-06-22,18.5400,19.2404,19.7361
1928-06-23,18.5400,19.2404,19.7361
1928-06-25,18.4700,19.0951,19.5126
1928-06-26,18.6800,19.5293,20.1782
1928-06-27,18.8600,19.9057,20.7615
1928-06-28,19.0700,20.3490,21.4550
1928-06-29,19.1400,20.4984,21.6913
1928-06-30,19.1400,20.4984,21.6913
1928-07-02,18.9800,20.1557,21.1473
1928-07-03,19.2900,20.8141,22.1835
1928-07-05,19.4800,21.2241,22.8390
1928-07-06,19.3900,21.0280,22.5224
1928-07-07,19.3900,21.0280,22.5224
1928-07-09,19.4600,21.1798,22.7663
1928-07-10,19.4300,21.1145,22.6610
1928-07-11,18.9500,20.0713,20.9816
1928-07-12,18.8100,19.7747,20.5166
1928-07-13,18.9600,20.0901,21.0074
1928-07-14,18.9600,20.0901,21.0074
1928-07-16,18.7000,19.5391,20.1432
1928-07-17,18.8000,19.7481,20.4663
1928-07-18,19.0300,20.2313,21.2175
1928-07-19,18.9900,20.1462,21.0837
1928-07-20,19.0300,20.2311,21.2169
1928-07-21,19.0300,20.2311,21.2169
1928-07-23,19.1200,20.4225,21.5179
1928-07-24,19.0900,20.3584,21.4166
1928-07-25,19.2000,20.5930,21.7869
1928-07-26,19.2400,20.6788,21.9230
1928-07-27,19.4200,21.0657,22.5383
1928-07-28,19.4200,21.0657,22.5383
1928-07-30,19.4700,21.1742,22.7124
1928-07-31,19.4300,21.0872,22.5724
1928-08-01,19.4200,21.0655,22.5376
1928-08-02,19.3300,20.8702,22.2242
1928-08-03,19.3600,20.9350,22.3277
1928-08-04,19.3600,20.9350,22.3277
1928-08-06,19.5800,21.4108,23.0889
1928-08-07,19.4900,21.2140,22.7705
1928-08-08,19.2500,20.6915,21.9293
1928-08-09,19.3000,20.7990,22.1002
1928-08-10,19.2500,20.6912,21.9284
1928-08-11,19.2500,20.6912,21.9284
1928-08-13,19.2900,20.7772,22.0651
1928-08-14,19.1300,20.4326,21.5161
1928-08-15,19.4700,21.1589,22.6633
1928-08-16,19.6100,21.4631,23.1522
1928-08-17,19.6400,21.5288,23.2584
1928-08-18,19.6400,21.5288,23.2584
1928-08-20,19.7700,21.8138,23.7203
1928-08-21,20.0200,22.3655,24.6201
1928-08-22,20.0000,22.3208,24.5464
1928-08-23,20.0200,22.3655,24.6200
1928-08-24,20.3400,23.0804,25.8006
1928-08-25,20.3400,23.0804,25.8006
1928-08-27,20.3800,23.1712,25.9528
1928-08-28,20.5400,23.5350,26.5640
1928-08-29,20.5800,23.6267,26.7192
1928-08-30,20.6100,23.6956,26.8361
1928-08-31,20.8700,24.2934,27.8517
1928-09-01,20.8700,24.2934,27.8517
1928-09-04,20.9700,24.5263,28.2521
1928-09-05,21.0700,24.7602,28.6563
1928-09-06,20.9400,24.4546,28.1258
1928-09-07,21.0900,24.8050,28.7303
1928-09-08,21.0900,24.8050,28.7303
1928-09-10,20.9200,24.4051,28.0355
1928-09-11,21.0800,24.7784,28.6788
1928-09-12,21.1600,24.9665,29.0053
1928-09-13,21.1400,24.9193,28.9230
1928-09-14,21.1400,24.9193,28.9230
1928-09-15,21.1400,24.9193,28.9230
1928-09-17,21.3300,25.3672,29.7029
1928-09-18,21.1800,25.0104,29.0762
1928-09-19,21.1800,25.0104,29.0762
1928-09-20,21.2200,25.1049,29.2410
1928-09-21,21.3600,25.4362,29.8197
1928-09-22,21.3600,25.4362,29.8197
1928-09-24,21.4300,25.6029,30.1129
1928-09-25,21.4100,25.5551,30.0286
1928-09-26,21.4000,25.5312,29.9865
1928-09-27,21.1300,24.8870,28.8515
1928-09-28,21.1400,24.9105,28.8925
1928-09-29,21.1400,24.9105,28.8925
1928-10-01,21.3600,25.4290,29.7945
1928-10-02,21.2600,25.1909,29.3761
1928-10-03,21.1900,25.0250,29.0859
1928-10-04,21.2600,25.1904,29.3741
1928-10-05,21.2200,25.0956,29.2083
1928-10-06,21.2200,25.0956,29.2083
1928-10-08,21.1100,24.8354,28.7541
1928-10-09,21.1800,25.0001,29.0402
1928-10-10,21.4100,25.5431,29.9862
1928-10-11,21.5100,25.7817,30.4064
1928-10-13,21.5100,25.7817,30.4064
1928-10-15,21.6500,26.1173,31.0001
1928-10-16,21.7200,26.2862,31.3008
1928-10-17,21.7900,26.4556,31.6034
1928-10-18,21.8400,26.5770,31.8210
1928-10-19,21.9600,26.8691,32.3455
1928-10-20,21.9600,26.8691,32.3455
1928-10-22,21.8100,26.5020,31.6827
1928-10-23,21.9500,26.8422,32.2928
1928-10-24,21.9900,26.9401,32.4693
1928-10-25,21.9100,26.7441,32.1150
1928-10-26,21.6500,26.1093,30.9717
1928-10-27,21.6500,26.1093,30.9717
1928-10-29,22.0000,26.9535,32.4738
1928-10-30,21.7600,26.3654,31.4110
1928-10-31,21.6800,26.1716,31.0645
1928-11-01,21.9900,26.9200,32.3971
1928-11-02,21.9500,26.8221,32.2203
1928-11-03,21.9500,26.8221,32.2203
1928-11-05,22.2400,27.5308,33.4974
1928-11-07,22.2400,27.5308,33.4974
1928-11-08,22.3900,27.9022,34.1752
1928-11-09,22.5500,28.3010,34.9078
1928-11-10,22.5500,28.3010,34.9078
1928-11-12,22.8400,29.0289,36.2546
1928-11-13,22.9100,29.2068,36.5879
1928-11-14,22.9100,29.2068,36.5879
1928-11-15,23.0300,29.5128,37.1629
1928-11-16,23.3700,30.3842,38.8088
1928-11-17,23.3700,30.3842,38.8088
1928-11-19,23.3700,30.3842,38.8088
1928-11-20,23.5700,30.9043,39.8052
1928-11-21,23.2200,29.9864,38.0319
1928-11-22,23.5200,30.7613,39.5060
1928-11-23,23.7000,31.2321,40.4131
1928-11-26,23.8000,31.4957,40.9246
1928-11-27,23.9100,31.7868,41.4921
1928-11-28,24.1900,32.5313,42.9498
1928-11-30,24.2800,32.7734,43.4291
1928-12-01,24.2800,32.7734,43.4291
1928-12-03,23.8500,31.6125,41.1218
1928-12-04,23.9100,31.7716,41.4321
1928-12-05,23.8100,31.5058,40.9123
1928-12-06,22.9100,29.1240,36.2729
1928-12-07,22.3600,27.7257,33.6605
1928-12-08,22.3600,27.7257,33.6605
1928-12-10,22.3100,27.6017,33.4347
1928-12-11,22.7400,28.6657,35.3679
1928-12-12,22.5200,28.1110,34.3414
1928-12-13,22.4800,28.0111,34.1584
1928-12-14,22.5300,28.1357,34.3864
1928-12-15,22.5300,28.1357,34.3864
1928-12-17,22.4400,27.9110,33.9743
1928-12-18,22.7000,28.5577,35.1552
1928-12-19,22.9800,29.2622,36.4561
1928-12-20,23.0700,29.4915,36.8844
1928-12-21,23.3300,30.1562,38.1315
1928-12-22,23.3300,30.1562,38.1315
1928-12-24,23.5400,30.6991,39.1612
1928-12-26,23.4400,30.4383,38.6621
1928-12-27,23.6400,30.9577,39.6517
1928-12-28,23.9800,31.8482,41.3626
1928-12-29,23.9800,31.8482,41.3626
1928-12-31,24.3500,32.8310,43.2772
1929-01-02,24.8100,34.0714,45.7299
1929-01-03,24.8600,34.2087,46.0064
1929-01-04,24.8500,34.1812,45.9509
1929-01-05,24.8500,34.1812,45.9509
1929-01-07,24.2500,32.5306,42.6224
1929-01-08,24.1700,32.3160,42.2006
1929-01-09,24.5400,33.3054,44.1386
1929-01-10,24.5800,33.4140,44.3545
1929-01-11,24.5400,33.3052,44.1379
1929-01-12,24.5400,33.3052,44.1379
1929-01-14,24.5900,33.4409,44.4077
1929-01-15,24.2300,32.4618,42.4573
1929-01-16,24.5600,33.3460,44.1921
1929-01-17,24.6900,33.6990,44.8938
1929-01-18,24.7700,33.9174,45.3302
1929-01-19,24.7700,33.9174,45.3302
1929-01-21,24.8600,34.1639,45.8243
1929-01-22,25.0700,34.7410,46.9856
1929-01-23,25.2200,35.1568,47.8290
1929-01-24,25.0600,34.7107,46.9187
1929-01-25,25.4800,35.8742,49.2777
1929-01-26,25.4800,35.8742,49.2777
1929-01-28,25.3500,35.5081,48.5235
1929-01-29,25.3600,35.5361,48.5809
1929-01-30,25.4500,35.7884,49.0981
1929-01-31,25.7400,36.6040,50.7765
1929-02-01,25.8400,36.8884,51.3683
1929-02-02,25.8400,36.8884,51.3683
1929-02-04,25.6400,36.3173,50.1756
1929-02-05,25.7000,36.4873,50.5278
1929-02-06,25.4900,35.8910,49.2892
1929-02-07,24.7100,33.6945,44.7644
1929-02-08,24.4400,32.9581,43.2970
1929-02-11,24.9800,34.4146,46.1669
1929-02-13,24.9500,34.3319,46.0006
1929-02-14,24.8500,34.0567,45.4475
1929-02-15,24.3500,32.6862,42.7042
1929-02-16,24.3500,32.6862,42.7042
1929-02-18,24.3900,32.7936,42.9146
1929-02-19,24.3800,32.7667,42.8619
1929-02-20,24.5900,33.3312,43.9694
1929-02-21,24.8600,34.0631,45.4178
1929-02-25,24.9100,34.2002,45.6918
1929-02-26,24.9500,34.3100,45.9120
1929-02-27,25.2500,35.1351,47.5681
1929-02-28,25.5900,36.0813,49.4897
1929-03-01,25.8300,36.7581,50.8821
1929-03-02,25.8300,36.7581,50.8821
1929-03-04,25.4900,35.7904,48.8728
1929-03-05,25.3200,35.3130,47.8950
1929-03-06,24.9200,34.1973,45.6251
1929-03-07,25.1500,34.8285,46.8884
1929-03-08,25.3100,35.2717,47.7833
1929-03-09,25.3100,35.2717,47.7833
1929-03-11,24.9500,34.2683,45.7443
1929-03-12,24.9700,34.3232,45.8543
1929-03-13,25.2400,35.0655,47.3418
1929-03-14,25.7300,36.4270,50.0990
1929-03-15,26.0800,37.4180,52.1435
1929-03-16,26.0800,37.4180,52.1435
1929-03-18,26.0400,37.3032,51.9035
1929-03-19,26.0300,37.2746,51.8437
1929-03-20,26.0200,37.2459,51.7840
1929-03-21,25.9000,36.9024,51.0675
1929-03-22,25.5500,35.9050,48.9972
1929-03-23,25.5500,35.9050,48.9972
1929-03-25,24.5100,32.9820,43.0140
1929-03-26,24.3500,32.5514,42.1716
1929-03-27,25.0900,34.5299,46.0164
1929-03-28,25.5300,35.7410,48.4374
1929-04-01,24.8800,33.9210,44.7377
1929-04-02,25.1700,34.7118,46.3021
1929-04-03,24.8600,33.8568,44.5913
1929-04-04,25.3000,35.0552,46.9590
1929-04-05,25.0500,34.3625,45.5669
1929-04-06,25.0500,34.3625,45.5669
1929-04-08,24.8300,33.7589,44.3663
1929-04-09,24.6300,33.2150,43.2943
1929-04-10,24.7800,33.6196,44.0853
1929-04-11,25.0600,34.3794,45.5797
1929-04-12,25.1500,34.6263,46.0708
1929-04-13,25.1500,34.6263,46.0708
1929-04-15,25.0000,34.2133,45.2464
1929-04-16,25.0600,34.3775,45.5722
1929-04-17,25.3200,35.0908,46.9906
1929-04-18,25.4300,35.3957,47.6031
1929-04-19,25.4100,35.3401,47.4908
1929-04-20,25.4100,35.3401,47.4908
1929-04-22,25.7000,36.1467,49.1168
1929-04-23,25.8500,36.5687,49.9768
1929-04-24,25.7500,36.2857,49.3968
1929-04-25,25.6300,35.9475,48.7062
1929-04-26,25.5800,35.8073,48.4211
1929-04-27,25.5800,35.8073,48.4211
1929-04-29,25.5300,35.6673,48.1372
1929-04-30,25.9400,36.8129,50.4564
1929-05-01,25.9900,36.9548,50.7482
1929-05-02,26.1100,37.2961,51.4511
1929-05-03,26.3700,38.0389,52.9881
1929-05-04,26.3700,38.0389,52.9881
1929-05-06,26.3200,37.8946,52.6867
1929-05-07,26.0700,37.1747,51.1854
1929-05-08,26.1800,37.4884,51.8333
1929-05-09,26.0200,37.0302,50.8830
1929-05-10,26.3400,37.9410,52.7603
1929-05-11,26.3400,37.9410,52.7603
1929-05-13,25.6400,35.9244,48.5539
1929-05-14,25.9500,36.7931,50.3150
1929-05-15,25.8400,36.4812,49.6751
1929-05-16,25.9700,36.8482,50.4249
1929-05-17,26.0900,37.1888,51.1239
1929-05-18,26.0900,37.1888,51.1239
1929-05-20,25.3900,35.1932,47.0089
1929-05-21,25.7000,36.0526,48.7308
1929-05-22,24.7600,33.4153,43.3837
1929-05-23,25.3100,34.8998,46.2747
1929-05-24,25.1200,34.3758,45.2326
1929-05-25,25.1200,34.3758,45.2326
1929-05-27,24.2000,31.8579,40.2628
1929-05-28,24.5900,32.8847,42.2094
1929-05-29,24.6200,32.9649,42.3638
1929-05-31,24.8300,33.5273,43.4479
1929-06-01,24.8300,33.5273,43.4479
1929-06-03,25.2700,34.7155,45.7576
1929-06-04,25.6400,35.7321,47.7676
1929-06-05,25.5900,35.5928,47.4881
1929-06-06,25.6400,35.7318,47.7665
1929-06-07,25.5300,35.4252,47.1517
1929-06-08,25.5300,35.4252,47.1517
1929-06-10,25.2700,34.7037,45.7111
1929-06-11,25.4300,35.1432,46.5794
1929-06-12,25.4500,35.1984,46.6893
1929-06-13,25.8400,36.2772,48.8357
1929-06-14,25.9300,36.5299,49.3460
1929-06-15,25.9300,36.5299,49.3460
1929-06-17,26.4100,37.8824,52.0864
1929-06-18,26.4200,37.9110,52.1455
1929-06-19,26.3200,37.6241,51.5534
1929-06-20,26.4700,38.0529,52.4348
1929-06-21,26.6200,38.4842,53.3263
1929-06-22,26.6200,38.4842,53.3263
1929-06-24,26.6200,38.4842,53.3263
1929-06-25,26.9000,39.2938,55.0090
1929-06-26,27.0600,39.7612,55.9906
1929-06-27,27.1100,39.9081,56.3009
1929-06-28,27.4100,40.7914,58.1700
1929-06-29,27.4100,40.7914,58.1700
1929-07-01,27.7700,41.8629,60.4620
1929-07-02,28.0600,42.7372,62.3562
1929-07-03,28.1800,43.1028,63.1562
1929-07-05,28.3200,43.5310,64.0975
1929-07-06,28.3200,43.5310,64.0975
1929-07-08,28.3700,43.6847,64.4370
1929-07-09,28.2800,43.4076,63.8237
1929-07-10,28.2000,43.1620,63.2821
1929-07-11,28.2600,43.3457,63.6860
1929-07-12,28.5700,44.2966,65.7819
1929-07-13,28.5700,44.2966,65.7819
1929-07-15,28.4500,43.9245,64.9530
1929-07-16,28.6500,44.5421,66.3228
1929-07-17,28.7200,44.7597,66.8089
1929-07-18,28.6600,44.5727,66.3902
1929-07-19,28.7600,44.8838,67.0852
1929-07-20,28.7600,44.8838,67.0852
1929-07-22,28.4300,43.8538,64.7759
1929-07-23,28.8300,45.0878,67.5100
1929-07-24,28.6400,44.4935,66.1753
1929-07-25,28.7700,44.8974,67.0764
1929-07-26,28.6600,44.5541,66.3070
1929-07-27,28.6600,44.5541,66.3070
1929-07-29,28.1800,43.0617,62.9755
1929-07-30,28.5000,44.0397,65.1208
1929-07-31,28.8800,45.2141,67.7257
1929-08-01,29.0800,45.8403,69.1327
1929-08-02,29.5600,47.3536,72.5561
1929-08-03,29.5600,47.3536,72.5561
1929-08-05,29.5400,47.2895,72.4088
1929-08-06,29.4300,46.9373,71.5999
1929-08-07,29.1300,45.9804,69.4103
1929-08-08,29.4700,47.0537,71.8407
1929-08-09,28.3800,43.5730,63.8693
1929-08-10,28.3800,43.5730,63.8693
1929-08-12,29.2700,46.3059,69.8781
1929-08-13,29.5300,47.1286,71.7402
1929-08-14,29.6200,47.4158,72.3962
1929-08-15,29.6700,47.5759,72.7628
1929-08-16,30.2200,49.3398,76.8093
1929-08-17,30.2200,49.3398,76.8093
1929-08-19,30.5000,50.2541,78.9443
1929-08-20,30.6800,50.8472,80.3420
1929-08-21,30.5500,50.4163,79.3207
1929-08-22,30.7900,51.2085,81.1901
1929-08-23,31.0900,52.2064,83.5633
1929-08-24,31.0900,52.2064,83.5633
1929-08-26,31.0700,52.1392,83.4021
1929-08-27,31.0500,52.0721,83.2410
1929-08-28,30.9900,51.8708,82.7584
1929-08-29,31.2900,52.8751,85.1619
1929-08-30,31.7100,54.2946,88.5912
1929-09-03,31.8200,54.6713,89.5132
1929-09-04,31.7200,54.3276,88.6692
1929-09-05,31.0200,51.9298,82.7989
1929-09-06,31.8300,54.6418,89.2851
1929-09-07,31.8300,54.6418,89.2851
1929-09-09,31.6700,54.0925,87.9387
1929-09-10,31.1000,52.1454,83.1905
1929-09-11,31.5300,53.5873,86.6412
1929-09-12,31.1700,52.3636,83.6735
1929-09-13,31.3800,53.0692,85.3646
1929-09-14,31.3800,53.0692,85.3646
1929-09-16,31.8600,54.6927,89.2819
1929-09-17,31.6000,53.8001,87.0961
1929-09-18,31.6800,54.0725,87.7576
1929-09-19,31.7300,54.2432,88.1731
1929-09-20,31.3900,53.0807,85.3387
1929-09-21,31.3900,53.0807,85.3387
1929-09-23,31.3800,53.0469,85.2571
1929-09-24,30.8000,51.0859,80.5297
1929-09-25,30.8500,51.2518,80.9219
1929-09-26,31.1300,52.1821,83.1253
1929-09-27,30.2700,49.2989,76.2360
1929-09-28,30.2700,49.2989,76.2360
1929-09-30,30.1600,48.9406,75.4049
1929-10-01,29.9800,48.3565,74.0548
1929-10-02,30.2000,49.0662,75.6851
1929-10-03,28.9500,45.0044,66.2871
1929-10-04,28.6500,44.0717,64.2264
1929-10-05,28.6500,44.0717,64.2264
1929-10-07,30.4400,49.5787,76.2646
1929-10-08,30.3400,49.2530,75.5130
1929-10-09,30.2700,49.0257,74.9903
1929-10-10,30.8100,50.7749,79.0037
1929-10-11,30.7600,50.6101,78.6190
1929-10-14,30.5500,49.9190,77.0088
1929-10-15,30.3000,49.1020,75.1183
1929-10-16,29.2400,45.6665,67.2346
1929-10-17,29.6900,47.0721,70.3388
1929-10-18,28.8400,44.3768,64.2975
1929-10-19,28.8400,44.3768,64.2975
1929-10-21,27.7300,40.9609,56.8735
1929-10-22,28.2700,42.5562,60.1960
1929-10-23,26.6000,37.5283,49.5281
1929-10-24,25.7500,35.1299,44.7801
1929-10-25,26.1200,36.1394,46.7104
1929-10-26,26.1200,36.1394,46.7104
1929-10-28,22.7400,26.7864,28.5771
1929-10-29,20.4300,21.3443,19.8682
1929-10-30,22.9900,26.6934,27.3370
1929-10-31,24.1500,29.3871,31.4750
1929-11-04,22.8800,26.2963,26.5094
1929-11-06,20.6100,21.0784,18.6192
1929-11-07,21.3700,22.6330,20.6789
1929-11-08,21.1800,22.2305,20.1274
1929-11-11,19.8600,19.4596,16.3642
1929-11-12,18.7300,17.2451,13.5709
1929-11-13,17.6600,15.2748,11.2451
1929-11-14,19.2400,18.0080,14.2633
1929-11-15,20.3000,19.9922,16.6207
1929-11-18,20.0900,19.5786,16.1049
1929-11-19,20.7000,20.7676,17.5719
1929-11-20,21.2700,21.9113,19.0235
1929-11-21,21.6100,22.6118,19.9358
1929-11-22,21.5300,22.4444,19.7144
1929-11-25,21.2800,21.9231,19.0276
1929-11-26,20.6600,20.6456,17.3645
1929-11-27,20.9200,21.1653,18.0201
1929-12-02,20.9500,21.2260,18.0976
1929-12-03,21.6500,22.6444,19.9117
1929-12-04,22.0500,23.4812,21.0153
1929-12-05,21.8700,23.0978,20.5007
1929-12-06,22.4500,24.3229,22.1317
1929-12-07,22.4500,24.3229,22.1317
1929-12-09,22.4000,24.2146,21.9838
1929-12-10,22.5700,24.5821,22.4844
1929-12-11,22.3800,24.1683,21.9165
1929-12-12,21.1700,21.5549,18.3617
1929-12-13,21.7000,22.6342,19.7408
1929-12-14,21.7000,22.6342,19.7408
1929-12-16,21.3300,21.8623,18.7310
1929-12-17,21.5600,22.3338,19.3369
1929-12-18,21.4200,22.0437,18.9602
1929-12-19,20.8500,20.8705,17.4466
1929-12-20,20.1600,19.4892,15.7145
1929-12-21,20.1600,19.4892,15.7145
1929-12-23,20.2600,19.6825,15.9483
1929-12-24,20.3900,19.9351,16.2553
1929-12-26,20.8400,20.8150,17.3316
1929-12-27,20.8200,20.7751,17.2817
1929-12-28,20.8200,20.7751,17.2817
1929-12-30,20.8900,20.9148,17.4560
1929-12-31,21.4500,22.0361,18.8598
1930-01-02,21.1800,21.4814,18.1476
1930-01-03,21.2300,21.5828,18.2762
1930-01-04,21.4800,22.0911,18.9218
1930-01-06,21.5000,22.1322,18.9747
1930-01-07,21.3100,21.7411,18.4716
1930-01-08,21.2900,21.7002,18.4196
1930-01-09,21.6200,22.3730,19.2761
1930-01-10,21.5500,22.2281,19.0889
1930-01-11,21.4500,22.0218,18.8232
1930-01-13,21.5200,22.1655,19.0074
1930-01-14,21.5600,22.2479,19.1134
1930-01-15,21.6500,22.4337,19.3528
1930-01-16,21.5000,22.1228,18.9505
1930-01-17,21.3100,21.7318,18.4481
1930-01-18,21.3700,21.8542,18.6040
1930-01-20,21.5000,22.1201,18.9435
1930-01-21,21.6100,22.3464,19.2342
1930-01-22,21.6300,22.3878,19.2876
1930-01-23,21.8400,22.8225,19.8494
1930-01-24,22.0400,23.2405,20.3947
1930-01-25,22.2300,23.6412,20.9222
1930-01-27,22.2100,23.5986,20.8657
1930-01-28,22.1000,23.3649,20.5557
1930-01-29,22.3500,23.8935,21.2533
1930-01-30,22.4700,24.1501,21.5956
1930-01-31,22.7900,24.8379,22.5183
1930-02-01,22.9300,25.1431,22.9333
1930-02-03,22.7400,24.7264,22.3632
1930-02-04,23.0100,25.3136,23.1597
1930-02-05,23.3100,25.9737,24.0656
1930-02-06,23.0600,25.4165,23.2913
1930-02-07,22.9700,25.2181,23.0186
1930-02-08,23.1600,25.6353,23.5898
1930-02-10,23.1200,25.5468,23.4676
1930-02-11,23.3200,25.9887,24.0766
1930-02-13,23.3600,26.0779,24.2005
1930-02-14,23.3500,26.0556,24.1694
1930-02-15,23.1300,25.5646,23.4862
1930-02-17,23.2600,25.8520,23.8822
1930-02-18,23.2800,25.8964,23.9438
1930-02-19,23.0700,25.4292,23.2959
1930-02-20,22.6400,24.4813,21.9933
1930-02-21,22.9200,25.0868,22.8093
1930-02-24,22.6800,24.5614,22.0927
1930-02-25,22.8900,25.0163,22.7064
1930-02-26,23.1100,25.4971,23.3611
1930-02-27,23.0800,25.4309,23.2702
